CVE-2003-0727|allowedAction({local,user},cause,{denial,service}) 
CVE-2007-4995|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-4996|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2007-4997|
CVE-2007-4999|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2007-5000|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2007-5001|allowedAction({local,user},cause,{denial,service}) 
CVE-2007-5008|allowedAction({attacker,remote},obtain,{privilege}) 
CVE-2007-5009|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5015|
CVE-2007-5016|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2007-5017|allowedAction({attacker,remote},force,{download}) allowedAction({attacker,remote},create,{file,arbitrary}) 
CVE-2007-5018|
CVE-2007-5019|allowedAction({attacker,remote},have,{impact,unknown}) 
CVE-2007-5034|allowedAction({attacker,remote},sniff,{sensitive,datum}) 
CVE-2007-5036|allowedAction({authenticate,remote,user},cause,{denial,service}) 
CVE-2007-5045|
CVE-2007-5050|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2007-5053|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5054|
CVE-2007-5055|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2007-5056|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5061|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2007-5062|allowedAction({attacker,remote},create,{account,administrative}) 
CVE-2007-5063|allowedAction({attacker,remote},download,{file}) 
CVE-2007-5065|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5067|
CVE-2007-5068|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2007-5069|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2007-5070|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5081|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5089|
CVE-2007-5093|allowedAction({user-assisted,local,attacker},cause,{denial,service}) 
CVE-2007-5094|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5098|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) allowedAction({attacker,remote},execute,{customer.browse.list.php}) 
CVE-2007-5103|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2007-5107|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5110|allowedAction({attacker,remote},create,{file,arbitrary}) 
CVE-2007-5111|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2007-5116|allowedAction({attacker,context-dependent},execute,{code,arbitrary}) 
CVE-2007-5118|allowedAction({local,user},cause,{denial,service}) 
CVE-2007-5122|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2007-5123|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2007-5131|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2007-5132|allowedAction({local,user},cause,{denial,service}) 
CVE-2007-5135|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5137|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5138|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5139|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5140|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5156|allowedAction({attacker,remote},upload,{code,PHP,arbitrary}) 
CVE-2007-5157|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5173|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5175|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5177|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2007-5178|allowedAction({attacker,remote},conduct,{attack,remote,file,inclusion}) allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5184|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5185|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5186|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5187|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2007-5191|allowedAction({attacker},gain,{privilege}) 
CVE-2007-5208|allowedAction({attacker,context-dependent},execute,{command,arbitrary}) 
CVE-2007-5219|allowedAction({attacker,remote},create,{file,arbitrary}) 
CVE-2007-5221|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5222|allowedAction({attacker,remote},execute,{substring,=,arbitrary}) 
CVE-2007-5225|allowedAction({local,user},read,{contents,location,unspecified,memory}) 
CVE-2007-5232|allowedAction({attacker,remote},violate,{model,security}) 
CVE-2007-5233|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2007-5234|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5236|allowedAction({user-assisted,remote,attacker},read,{local,file}) 
CVE-2007-5237|allowedAction({user-assisted,remote,attacker},read,{local,file}) 
CVE-2007-5238|allowedAction({attacker,remote,user-assisted},obtain,{information,sensitive}) 
CVE-2007-5239|
CVE-2007-5240|allowedAction({attacker,remote},circumvent,{warning,banner,display,untrusted-code}) 
CVE-2007-5256|
CVE-2007-5257|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5261|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2007-5269|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2007-5271|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5272|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2007-5273|allowedAction({attacker,remote},violate,{security,model}) 
CVE-2007-5274|allowedAction({attacker,remote},violate,{model,security}) 
CVE-2007-5275|allowedAction({attacker,remote},cause,{machine,victim}) 
CVE-2007-5278|allowedAction({attacker,remote},download,{file}) 
CVE-2007-5293|
CVE-2007-5294|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5298|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5299|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2007-5301|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5302|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2007-5308|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2007-5309|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5310|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5311|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2007-5312|allowedAction({attacker,remote},inject,{web,arbitrary,script}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2007-5313|
CVE-2007-5314|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5315|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5316|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2007-5319|
CVE-2007-5322|allowedAction({attacker,remote},execute,{program,arbitrary}) 
CVE-2007-5337|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2007-5338|allowedAction({attacker,remote},execute,{javascript,arbitrary}) 
CVE-2007-5339|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},assert,{error}) 
CVE-2007-5340|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2007-5342|allowedAction({attacker},modify,{configuration,log,option}) allowedAction({attacker},overwrite,{directory}) 
CVE-2007-5344|
CVE-2007-5347|allowedAction({attacker,remote},execute,{vulnerability}) 
CVE-2007-5348|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5350|allowedAction({local,user},gain,{privilege}) 
CVE-2007-5351|allowedAction({attacker,remote},force,{signature,re-computation}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5352|
CVE-2007-5367|allowedAction({local,user},cause,{denial,service}) 
CVE-2007-5368|allowedAction({local,user},cause,{denial,service}) 
CVE-2007-5374|
CVE-2007-5378|allowedAction({user-assisted,attacker},cause,{denial,service}) 
CVE-2007-5387|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5388|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5390|
CVE-2007-5392|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5393|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5398|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5407|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5408|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2007-5409|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5412|
CVE-2007-5416|
CVE-2007-5422|allowedAction({local,user},cause,{denial,service}) 
CVE-2007-5446|allowedAction({attacker,remote},create,{file,arbitrary}) 
CVE-2007-5447|allowedAction({attacker,context-dependent},bypass,{limitation,intended}) 
CVE-2007-5449|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2007-5450|allowedAction({user-assisted,remote,attacker},cause,{denial,service}) allowedAction({user-assisted,remote,attacker},enable,{filesystem,browsing}) 
CVE-2007-5451|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5452|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2007-5453|allowedAction({administrator,authenticate,remote},execute,{code,arbitrary}) 
CVE-2007-5455|allowedAction({attacker,remote},inject,{web,script,arbitrary}) allowedAction({attacker,remote},inject,{HTML}) 
CVE-2007-5457|
CVE-2007-5458|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2007-5461|
CVE-2007-5465|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2007-5466|
CVE-2007-5467|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) allowedAction({attacker,remote},execute,{s,%}) 
CVE-2007-5484|allowedAction({local,user},read,{file,arbitrary}) 
CVE-2007-5485|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2007-5489|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2007-5490|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2007-5494|allowedAction({local,user},cause,{denial,service}) 
CVE-2007-5495|allowedAction({local,user},overwrite,{file,arbitrary}) 
CVE-2007-5496|allowedAction({local,user},inject,{web,script,arbitrary}) allowedAction({local,user},inject,{HTML}) 
CVE-2007-5497|allowedAction({user-assisted,remote,attacker},execute,{code,arbitrary}) 
CVE-2007-5498|allowedAction({local,privileged,user},cause,{denial,service}) 
CVE-2007-5500|allowedAction({local,user},cause,{denial,service}) 
CVE-2007-5503|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5511|allowedAction({attacker},execute,{sql,command,arbitrary}) 
CVE-2007-5536|allowedAction({local,user},cause,{denial,service}) 
CVE-2007-5573|
CVE-2007-5574|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5583|
CVE-2007-5587|allowedAction({local,user},overwrite,{arbitrary,location,memory}) allowedAction({local,user},gain,{privilege}) 
CVE-2007-5592|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5600|
CVE-2007-5603|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5620|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2007-5627|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5628|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5630|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2007-5631|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5632|allowedAction({local,user},cause,{denial,service,related}) 
CVE-2007-5641|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5642|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2007-5643|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2007-5644|allowedAction({attacker,remote},conduct,{sort,operation,unauthorized}) allowedAction({attacker,remote},conduct,{other,activity}) 
CVE-2007-5646|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2007-5651|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2007-5653|allowedAction({attacker,context-dependent},bypass,{limitation,intended}) 
CVE-2007-5654|allowedAction({attacker,remote},trigger,{mime,use,%,type,arbitrary}) 
CVE-2007-5659|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5663|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5666|allowedAction({local,user},execute,{code,arbitrary}) 
CVE-2007-5671|allowedAction({os,user,guest},modify,{arbitrary,location,memory}) 
CVE-2007-5674|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2007-5676|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5679|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2007-5689|allowedAction({attacker,remote},execute,{program,arbitrary}) allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2007-5697|
CVE-2007-5699|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5707|
CVE-2007-5709|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5716|allowedAction({local,user},cause,{denial,service}) 
CVE-2007-5719|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2007-5720|allowedAction({attacker,remote},upload,{code,PHP,arbitrary}) 
CVE-2007-5721|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5730|allowedAction({local,user},execute,{code,arbitrary}) 
CVE-2007-5731|
CVE-2007-5745|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5746|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5747|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5754|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5760|allowedAction({attacker,context-dependent},execute,{code,arbitrary}) 
CVE-2007-5764|allowedAction({local,user},gain,{privilege}) 
CVE-2007-5771|allowedAction({attacker,remote},obtain,{access,administrative}) 
CVE-2007-5772|
CVE-2007-5773|allowedAction({attacker,remote},perform,{action,certain}) 
CVE-2007-5774|allowedAction({attacker,remote},obtain,{sensitive,information}) 
CVE-2007-5779|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5780|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5781|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5782|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2007-5783|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2007-5784|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5785|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2007-5786|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5800|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5811|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2007-5812|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2007-5813|allowedAction({attacker,remote},read,{file,arbitrary}) 
CVE-2007-5820|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2007-5821|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2007-5822|allowedAction({attacker,remote},inject,{code,PHP,related,arbitrary}) 
CVE-2007-5823|allowedAction({attacker,remote},create,{file,arbitrary}) 
CVE-2007-5824|
CVE-2007-5826|allowedAction({attacker,remote},create,{file,arbitrary}) 
CVE-2007-5840|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5841|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5842|
CVE-2007-5843|allowedAction({attacker,remote},execute,{code,PHP,arbitrary}) 
CVE-2007-5844|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2007-5845|allowedAction({attacker,remote},include,{local,file,arbitrary}) 
CVE-2007-5846|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2007-5887|allowedAction({attacker,remote},execute,{sql,command,arbitrary}) 
CVE-2007-5899|allowedAction({attacker,remote},obtain,{sensitive,information}) 
CVE-2007-5904|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},cause,{code}) 
CVE-2007-5907|allowedAction({pv,guest},cause,{denial,service}) 
CVE-2007-5911|allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5912|allowedAction({attacker,remote},execute,{arbitrary,command,sql}) 
CVE-2007-5913|allowedAction({attacker,remote},delete,{auth.inc.php}) 
CVE-2007-5914|
CVE-2007-5921|allowedAction({local,user},cause,{denial,service}) 
CVE-2007-5925|
CVE-2007-5935|allowedAction({attacker,user-assisted},execute,{code,arbitrary}) 
CVE-2007-5938|allowedAction({attacker,remote},cause,{denial,service}) 
CVE-2007-5941|allowedAction({attacker,remote},cause,{denial,service}) allowedAction({attacker,remote},execute,{code,arbitrary}) 
CVE-2007-5946|allowedAction({local,user},obtain,{access,unspecified}) 
CVE-2007-5947|allowedAction({attacker,remote},conduct,{attack,scripting,cross-site}) 
